date,location,event_name,drum_corps,general_effect1_judge,general_effect2_judge,visual_proficiency_judge,visual_analysis_judge,visual_color_guard_judge,music_brass_judge,music_analysis_judge,music_percussion_judge,general_effect1_score,general_effect2_score,general_effect_total_score,visual_proficiency_score,visual_analysis_score,visual_color_guard_score,visual_total_score,music_brass_score,music_analysis_score,music_percussion_score,music_total_score,total_score
2024-06-28,"Muncie, IN",DCI Central Indiana,The Cavaliers,Brandon Spidel,Nola Jones,Don Deems,Mike Tarr,Tim Landess,Bryan Crisp,Jager Loyde,Julie Davila,13.70,14.10,27.80,14.00,13.40,13.10,20.25,13.70,14.30,14.10,21.05,69.1
2024-06-28,"Muncie, IN",DCI Central Indiana,Phantom Regiment,Brandon Spidel,Nola Jones,Don Deems,Mike Tarr,Tim Landess,Bryan Crisp,Jager Loyde,Julie Davila,14.50,14.70,29.20,14.50,14.20,13.80,21.25,14.40,14.70,14.30,21.70,72.15
2024-06-28,"Muncie, IN",DCI Central Indiana,Colts,Brandon Spidel,Nola Jones,Don Deems,Mike Tarr,Tim Landess,Bryan Crisp,Jager Loyde,Julie Davila,13.50,13.60,27.10,13.40,13.00,12.90,19.65,13.40,13.60,13.70,20.35,67.1
2024-06-28,"Muncie, IN",DCI Central Indiana,Boston Crusaders,Brandon Spidel,Nola Jones,Don Deems,Mike Tarr,Tim Landess,Bryan Crisp,Jager Loyde,Julie Davila,15.00,15.00,30.00,14.70,15.20,14.90,22.40,14.80,14.80,15.00,22.30,74.7
2024-06-28,"Muncie, IN",DCI Central Indiana,Carolina Crown,Brandon Spidel,Nola Jones,Don Deems,Mike Tarr,Tim Landess,Bryan Crisp,Jager Loyde,Julie Davila,14.90,15.40,30.30,15.20,15.00,14.60,22.40,15.10,15.10,14.20,22.20,74.9
2024-06-29,"Walnut, CA",Corps at the Crest,Santa Clara Vanguard,Curtis Costanza,Wayne Dillon,Greg Llacer,Damon Padilla,Robert Solomon,Bryan Crisp,Chris Romanowski,Caleb Rothe,14.10,14.20,28.30,14.60,14.70,14.50,21.90,14.40,14.60,15.30,22.15,72.35
2024-06-29,"Walnut, CA",Corps at the Crest,Mandarins,Curtis Costanza,Wayne Dillon,Greg Llacer,Damon Padilla,Robert Solomon,Bryan Crisp,Chris Romanowski,Caleb Rothe,14.30,13.70,28.00,14.30,14.90,14.60,21.90,14.60,13.80,14.30,21.35,71.25
2024-06-29,"Walnut, CA",Corps at the Crest,Pacific Crest,Curtis Costanza,Wayne Dillon,Greg Llacer,Damon Padilla,Robert Solomon,Bryan Crisp,Chris Romanowski,Caleb Rothe,11.30,12.40,23.70,13.00,13.00,12.70,19.35,12.80,12.80,13.70,19.65,62.7
2024-06-29,"Walnut, CA",Corps at the Crest,Blue Devils,Curtis Costanza,Wayne Dillon,Greg Llacer,Damon Padilla,Robert Solomon,Bryan Crisp,Chris Romanowski,Caleb Rothe,15.40,15.70,31.10,15.40,15.30,15.30,23.00,15.30,15.30,15.40,23.00,77.1
2024-06-29,"Madison, WI",Drums on Parade,Blue Stars,Debbie Torchia,Brittany Dacy,Juno Orefice,Blair Kuhn,Tim Hudnall,Chad Armbruster,Chris Rapacki,Julie Davila,13.80,13.40,27.20,13.80,13.30,13.70,20.40,13.70,13.70,13.40,20.40,68.0
2024-06-29,"Madison, WI",Drums on Parade,Colts,Debbie Torchia,Brittany Dacy,Juno Orefice,Blair Kuhn,Tim Hudnall,Chad Armbruster,Chris Rapacki,Julie Davila,13.50,13.60,27.10,13.50,13.40,13.50,20.20,13.80,13.10,13.70,20.30,67.6
2024-06-29,"Madison, WI",Drums on Parade,Madison Scouts,Debbie Torchia,Brittany Dacy,Juno Orefice,Blair Kuhn,Tim Hudnall,Chad Armbruster,Chris Rapacki,Julie Davila,13.20,13.80,27.00,13.30,12.80,12.80,19.45,13.00,12.60,13.20,19.40,65.85
2024-06-30,"Lisle, IL",Cavalcade of Brass,Madison Scouts,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,13.50,13.70,27.20,13.60,13.30,13.20,20.05,13.50,13.20,13.60,20.15,67.4
2024-06-30,"Lisle, IL",Cavalcade of Brass,Blue Stars,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,14.10,14.20,28.30,14.20,14.00,14.50,21.35,13.70,13.70,14.10,20.75,70.4
2024-06-30,"Lisle, IL",Cavalcade of Brass,Colts,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,14.00,14.50,28.50,14.10,13.80,14.30,21.10,14.00,13.50,14.70,21.10,70.7
2024-06-30,"Lisle, IL",Cavalcade of Brass,Phantom Regiment,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,15.00,14.70,29.70,15.00,14.50,14.60,22.05,14.50,14.60,15.00,22.05,73.8
2024-06-30,"Lisle, IL",Cavalcade of Brass,Boston Crusaders,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,15.60,15.30,30.90,15.40,15.00,15.60,23.00,14.70,15.00,15.70,22.70,76.6
2024-06-30,"Lisle, IL",Cavalcade of Brass,Carolina Crown,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,15.90,15.60,31.50,15.60,14.80,15.20,22.80,15.00,15.20,15.40,22.80,77.1
2024-06-30,"Lisle, IL",Cavalcade of Brass,The Cavaliers,Blair Kuhn,Jay Kennedy,Juno Orefice,Debbie Torchia,Tim Hudnall,Brittany Dacy,Kyle Young,Blair Williams,14.60,14.40,29.00,14.60,13.60,14.20,21.20,14.30,14.10,14.90,21.65,71.85
2024-06-30,"San Bernardino, CA",Western Corps Connection,Santa Clara Vanguard,Robert Solomon,Glenn Fugett,Greg Llacer,Carl Nelson,Damon Padilla,Wayne Dillon,Bryan Crisp,Caleb Rothe,14.70,14.30,29.00,14.70,14.80,14.80,22.15,14.60,14.70,15.50,22.40,73.55
2024-06-30,"San Bernardino, CA",Western Corps Connection,Pacific Crest,Robert Solomon,Glenn Fugett,Greg Llacer,Carl Nelson,Damon Padilla,Wayne Dillon,Bryan Crisp,Caleb Rothe,12.70,12.20,24.90,13.20,12.70,12.90,19.40,13.10,12.60,13.70,19.70,64.0
2024-06-30,"San Bernardino, CA",Western Corps Connection,Mandarins,Robert Solomon,Glenn Fugett,Greg Llacer,Carl Nelson,Damon Padilla,Wayne Dillon,Bryan Crisp,Caleb Rothe,14.80,14.40,29.20,14.60,15.10,14.60,22.15,14.30,14.40,14.50,21.60,72.95
2024-06-30,"San Bernardino, CA",Western Corps Connection,Blue Devils,Robert Solomon,Glenn Fugett,Greg Llacer,Carl Nelson,Damon Padilla,Wayne Dillon,Bryan Crisp,Caleb Rothe,15.50,15.10,30.60,15.50,15.70,15.40,23.30,15.80,15.40,15.60,23.40,77.3
2024-07-02,"Mason, OH",Summer Music Games in Cincinnati,Phantom Regiment,Don Deems,Mike Howard,Bruce Jones,Keith Baker,Shannon Clark,Kyle Weirich,Jeff Harper,Mark Teal,15.60,15.00,30.60,15.20,14.70,15.20,22.55,14.80,15.10,15.00,22.45,75.6
2024-07-02,"Mason, OH",Summer Music Games in Cincinnati,Boston Crusaders,Don Deems,Mike Howard,Bruce Jones,Keith Baker,Shannon Clark,Kyle Weirich,Jeff Harper,Mark Teal,16.10,15.70,31.80,15.80,15.20,15.80,23.40,15.40,15.40,15.70,23.25,78.45
2024-07-02,"Mason, OH",Summer Music Games in Cincinnati,Carolina Crown,Don Deems,Mike Howard,Bruce Jones,Keith Baker,Shannon Clark,Kyle Weirich,Jeff Harper,Mark Teal,15.80,15.50,31.30,15.60,15.10,15.50,23.10,15.80,15.80,15.50,23.55,77.95
2024-07-02,"Mason, OH",Summer Music Games in Cincinnati,Bluecoats,Don Deems,Mike Howard,Bruce Jones,Keith Baker,Shannon Clark,Kyle Weirich,Jeff Harper,Mark Teal,16.30,15.90,32.20,15.40,15.50,15.70,23.30,15.30,15.60,15.60,23.25,78.75
2024-07-03,"Cedarburg, WI",Rotary Music Festival,Madison Scouts,Don Deems,Mike Howard,Shannon Clark,Bruce Jones,Ira Jenkins,Kyle Weirich,Jeff Harper,Mark Teal,14.20,14.10,28.30,14.30,14.50,13.80,21.30,13.90,14.10,13.20,20.60,70.2
2024-07-03,"Cedarburg, WI",Rotary Music Festival,Blue Stars,Don Deems,Mike Howard,Shannon Clark,Bruce Jones,Ira Jenkins,Kyle Weirich,Jeff Harper,Mark Teal,14.50,14.40,28.90,15.10,15.10,15.00,22.60,14.70,14.50,14.50,21.85,73.35
2024-07-03,"Cedarburg, WI",Rotary Music Festival,Colts,Don Deems,Mike Howard,Shannon Clark,Bruce Jones,Ira Jenkins,Kyle Weirich,Jeff Harper,Mark Teal,14.60,14.70,29.30,14.70,14.80,14.90,22.20,14.20,14.30,14.80,21.65,73.15
2024-07-03,"Cedarburg, WI",Rotary Music Festival,The Cavaliers,Don Deems,Mike Howard,Shannon Clark,Bruce Jones,Ira Jenkins,Kyle Weirich,Jeff Harper,Mark Teal,15.10,14.90,30.00,14.60,15.50,14.80,22.45,14.90,14.70,15.60,22.60,75.05
2024-07-05,"Clovis, CA",MidCal Champions Showcase,Santa Clara Vanguard,Chris Moss,Allan Kristensen,Ed Martinez,Timothy Ochran,Michael Turner,Jager Loyde,Steven Page,Dave Carbone,14.80,15.20,30.00,15.40,14.90,15.10,22.70,14.70,15.60,16.10,23.20,75.9
2024-07-05,"Clovis, CA",MidCal Champions Showcase,The Academy,Chris Moss,Allan Kristensen,Ed Martinez,Timothy Ochran,Michael Turner,Jager Loyde,Steven Page,Dave Carbone,12.40,12.10,24.50,13.90,13.90,12.50,20.15,13.60,14.20,13.90,20.85,65.5
2024-07-05,"Clovis, CA",MidCal Champions Showcase,Pacific Crest,Chris Moss,Allan Kristensen,Ed Martinez,Timothy Ochran,Michael Turner,Jager Loyde,Steven Page,Dave Carbone,13.30,13.10,26.40,14.00,13.00,14.00,20.50,14.20,14.70,14.60,21.75,68.65
2024-07-05,"Clovis, CA",MidCal Champions Showcase,Mandarins,Chris Moss,Allan Kristensen,Ed Martinez,Timothy Ochran,Michael Turner,Jager Loyde,Steven Page,Dave Carbone,15.10,15.60,30.70,15.50,15.40,15.30,23.10,14.90,15.50,15.20,22.80,76.6
2024-07-05,"Clovis, CA",MidCal Champions Showcase,Blue Devils,Chris Moss,Allan Kristensen,Ed Martinez,Timothy Ochran,Michael Turner,Jager Loyde,Steven Page,Dave Carbone,16.00,16.30,32.30,16.30,16.20,15.80,24.15,16.10,16.20,16.00,24.15,80.6
2024-07-05,"Portland, OR",Northwest Youth Music Games Portland,Blue Knights,Phil Madden,Nola Jones,Beverly Brahan,William Chumley,Curtis Costanza,Beth Fabrizio,Jay Webb,Peter Furnari,13.80,13.90,27.70,14.50,14.20,14.00,21.35,13.70,13.60,13.80,20.55,69.6
2024-07-05,"Portland, OR",Northwest Youth Music Games Portland,Troopers,Phil Madden,Nola Jones,Beverly Brahan,William Chumley,Curtis Costanza,Beth Fabrizio,Jay Webb,Peter Furnari,14.20,14.40,28.60,14.00,14.40,13.60,21.00,14.90,14.10,14.70,21.85,71.45
2024-07-05,"Portland, OR",Northwest Youth Music Games Portland,Seattle Cascades,Phil Madden,Nola Jones,Beverly Brahan,William Chumley,Curtis Costanza,Beth Fabrizio,Jay Webb,Peter Furnari,12.20,12.50,24.70,13.30,12.00,10.80,18.05,12.50,12.80,12.50,18.90,61.65
2024-07-05,"Rockford, IL",Show of Shows,Madison Scouts,Ira Jenkins,Joel Denton,Mike Tarr,Tom Slaughter,Brandon Spidel,Kim Shuttlesworth,Ronnie Rios,Gifford Howarth,14.40,14.40,28.80,14.30,14.30,14.00,21.30,14.50,14.20,13.80,21.25,71.35
2024-07-05,"Rockford, IL",Show of Shows,Blue Stars,Ira Jenkins,Joel Denton,Mike Tarr,Tom Slaughter,Brandon Spidel,Kim Shuttlesworth,Ronnie Rios,Gifford Howarth,14.50,14.70,29.20,14.80,14.90,15.00,22.35,14.90,15.00,15.20,22.55,74.1
2024-07-05,"Rockford, IL",Show of Shows,The Cavaliers,Ira Jenkins,Joel Denton,Mike Tarr,Tom Slaughter,Brandon Spidel,Kim Shuttlesworth,Ronnie Rios,Gifford Howarth,15.00,15.00,30.00,15.00,15.20,15.30,22.75,15.00,15.30,16.00,23.15,75.9
2024-07-05,"Rockford, IL",Show of Shows,Phantom Regiment,Ira Jenkins,Joel Denton,Mike Tarr,Tom Slaughter,Brandon Spidel,Kim Shuttlesworth,Ronnie Rios,Gifford Howarth,15.70,15.30,31.00,15.60,15.60,15.40,23.30,15.30,15.30,15.80,23.20,77.5
2024-07-06,"Stanford, CA",DCI West,Santa Clara Vanguard,Timothy Ochran,Dave Carbone,Chris Moss,George Oliviero,Hieu Nguyen,Steven Page,Jager Loyde,Allan Kristensen,15.10,15.10,30.20,14.70,15.10,14.60,22.20,15.40,16.00,16.00,23.70,76.1
2024-07-06,"Stanford, CA",DCI West,The Academy,Timothy Ochran,Dave Carbone,Chris Moss,George Oliviero,Hieu Nguyen,Steven Page,Jager Loyde,Allan Kristensen,14.10,13.00,27.10,12.40,13.00,12.60,19.00,13.90,14.40,14.00,21.15,67.25
2024-07-06,"Stanford, CA",DCI West,Pacific Crest,Timothy Ochran,Dave Carbone,Chris Moss,George Oliviero,Hieu Nguyen,Steven Page,Jager Loyde,Allan Kristensen,14.50,13.70,28.20,14.10,13.80,13.40,20.65,14.50,14.60,14.60,21.85,70.7
2024-07-06,"Stanford, CA",DCI West,Mandarins,Timothy Ochran,Dave Carbone,Chris Moss,George Oliviero,Hieu Nguyen,Steven Page,Jager Loyde,Allan Kristensen,15.60,15.20,30.80,15.00,15.20,15.10,22.65,15.60,15.80,14.90,23.15,76.6
2024-07-06,"Stanford, CA",DCI West,Blue Devils,Timothy Ochran,Dave Carbone,Chris Moss,George Oliviero,Hieu Nguyen,Steven Page,Jager Loyde,Allan Kristensen,16.60,16.20,32.80,16.00,16.20,15.70,23.95,16.20,16.70,16.20,24.55,81.3
2024-07-06,"Seattle, WA",Northwest Youth Music Games Seattle,Troopers,Phil Madden,Peter Furnari,William Chumley,Curtis Costanza,Beverly Brahan,Nola Jones,Beth Fabrizio,Jay Webb,14.60,14.90,29.50,14.50,14.00,14.30,21.40,14.60,14.70,14.70,22.00,72.9
2024-07-06,"Seattle, WA",Northwest Youth Music Games Seattle,Blue Knights,Phil Madden,Peter Furnari,William Chumley,Curtis Costanza,Beverly Brahan,Nola Jones,Beth Fabrizio,Jay Webb,14.20,15.00,29.20,15.00,14.30,14.60,21.95,14.00,14.00,14.20,21.10,72.25
2024-07-06,"Seattle, WA",Northwest Youth Music Games Seattle,Seattle Cascades,Phil Madden,Peter Furnari,William Chumley,Curtis Costanza,Beverly Brahan,Nola Jones,Beth Fabrizio,Jay Webb,12.30,12.70,25.00,12.60,11.00,11.10,17.35,12.30,12.90,13.40,19.30,61.65
2024-07-06,"Whitewater, WI",The Whitewater Classic,Phantom Regiment,Mike Tarr,Kim Shuttlesworth,Tom Slaughter,Brandon Spidel,Ira Jenkins,Paul McGarr,Gifford Howarth,Blair Williams,15.90,15.80,31.70,15.80,15.90,15.80,23.75,15.40,16.00,16.00,23.70,79.15
2024-07-06,"Whitewater, WI",The Whitewater Classic,The Cavaliers,Mike Tarr,Kim Shuttlesworth,Tom Slaughter,Brandon Spidel,Ira Jenkins,Paul McGarr,Gifford Howarth,Blair Williams,15.40,15.20,30.60,15.50,15.50,15.40,23.20,14.90,15.40,16.40,23.35,77.15
2024-07-06,"Whitewater, WI",The Whitewater Classic,Colts,Mike Tarr,Kim Shuttlesworth,Tom Slaughter,Brandon Spidel,Ira Jenkins,Paul McGarr,Gifford Howarth,Blair Williams,15.30,15.10,30.40,14.80,15.30,15.30,22.70,14.60,15.20,15.70,22.75,75.85
2024-07-06,"Whitewater, WI",The Whitewater Classic,Bluecoats,Mike Tarr,Kim Shuttlesworth,Tom Slaughter,Brandon Spidel,Ira Jenkins,Paul McGarr,Gifford Howarth,Blair Williams,16.40,16.60,33.00,16.10,16.40,16.50,24.50,15.90,16.40,16.50,24.40,81.9
2024-07-06,"Whitewater, WI",The Whitewater Classic,Madison Scouts,Mike Tarr,Kim Shuttlesworth,Tom Slaughter,Brandon Spidel,Ira Jenkins,Paul McGarr,Gifford Howarth,Blair Williams,14.50,14.70,29.20,14.20,14.70,14.20,21.55,14.20,14.50,14.80,21.75,72.5
2024-07-07,"Sacramento, CA",DCI Capital Classic,Santa Clara Vanguard,George Oliviero,Steven Page,Hieu Nguyen,Timothy Ochran,Chris Moss,Brad Huneycutt,Dave Carbone,Jeff Wilson,15.40,15.80,31.20,15.60,15.40,14.50,22.75,15.70,15.30,16.10,23.55,77.5
2024-07-07,"Sacramento, CA",DCI Capital Classic,Pacific Crest,George Oliviero,Steven Page,Hieu Nguyen,Timothy Ochran,Chris Moss,Brad Huneycutt,Dave Carbone,Jeff Wilson,13.90,14.80,28.70,13.30,14.80,13.20,20.65,14.70,14.00,14.70,21.70,71.05
2024-07-07,"Sacramento, CA",DCI Capital Classic,The Academy,George Oliviero,Steven Page,Hieu Nguyen,Timothy Ochran,Chris Moss,Brad Huneycutt,Dave Carbone,Jeff Wilson,13.40,14.40,27.80,12.50,14.50,12.60,19.80,14.10,13.50,13.90,20.75,68.35
2024-07-07,"Sacramento, CA",DCI Capital Classic,Blue Devils,George Oliviero,Steven Page,Hieu Nguyen,Timothy Ochran,Chris Moss,Brad Huneycutt,Dave Carbone,Jeff Wilson,16.50,16.40,32.90,16.20,16.80,16.00,24.50,16.50,16.40,16.40,24.65,82.05
2024-07-07,"Sacramento, CA",DCI Capital Classic,Mandarins,George Oliviero,Steven Page,Hieu Nguyen,Timothy Ochran,Chris Moss,Brad Huneycutt,Dave Carbone,Jeff Wilson,16.10,16.00,32.10,15.40,15.80,15.00,23.10,15.90,15.50,15.00,23.20,78.4
2024-07-07,"La Crosse, WI",River City Rhapsody,Madison Scouts,Keith Baker,Ken Turner,Tom Slaughter,Mike Tarr,Brandon Spidel,Shawn Halquist,Blair Williams,Charles Poole,14.80,14.70,29.50,14.50,14.80,14.50,21.90,14.30,14.70,14.50,21.75,73.15
2024-07-07,"La Crosse, WI",River City Rhapsody,Phantom Regiment,Keith Baker,Ken Turner,Tom Slaughter,Mike Tarr,Brandon Spidel,Shawn Halquist,Blair Williams,Charles Poole,15.80,16.90,32.70,16.00,16.10,16.10,24.10,15.60,16.10,16.00,23.85,80.65
2024-07-07,"La Crosse, WI",River City Rhapsody,Colts,Keith Baker,Ken Turner,Tom Slaughter,Mike Tarr,Brandon Spidel,Shawn Halquist,Blair Williams,Charles Poole,15.00,16.00,31.00,14.80,15.60,15.20,22.80,14.70,15.40,15.60,22.85,76.65
2024-07-07,"La Crosse, WI",River City Rhapsody,Bluecoats,Keith Baker,Ken Turner,Tom Slaughter,Mike Tarr,Brandon Spidel,Shawn Halquist,Blair Williams,Charles Poole,16.60,17.30,33.90,16.40,16.50,16.50,24.70,16.50,16.50,16.60,24.80,83.4
2024-07-07,"La Crosse, WI",River City Rhapsody,Blue Stars,Keith Baker,Ken Turner,Tom Slaughter,Mike Tarr,Brandon Spidel,Shawn Halquist,Blair Williams,Charles Poole,14.70,15.20,29.90,15.10,15.30,15.30,22.85,15.30,15.00,15.30,22.80,75.55
2024-07-08,"Sevierville, TN",Drums Across the Smokies,Music City,Warren Rickart,Shawn Halquist,Jen Barton,Damon Padilla,Tim Hudnall,Bryan Crisp,Ken Turner,Charles Poole,14.00,14.10,28.10,14.80,14.20,13.70,21.35,13.30,13.60,14.10,20.50,69.95
2024-07-08,"Sevierville, TN",Drums Across the Smokies,Spirit of Atlanta,Warren Rickart,Shawn Halquist,Jen Barton,Damon Padilla,Tim Hudnall,Bryan Crisp,Ken Turner,Charles Poole,14.40,14.40,28.80,14.40,14.30,14.20,21.45,14.10,13.40,14.40,20.95,71.2
2024-07-08,"Sevierville, TN",Drums Across the Smokies,Crossmen,Warren Rickart,Shawn Halquist,Jen Barton,Damon Padilla,Tim Hudnall,Bryan Crisp,Ken Turner,Charles Poole,14.90,15.30,30.20,14.70,14.80,14.50,22.00,14.70,14.70,15.50,22.45,74.65
2024-07-08,"Sevierville, TN",Drums Across the Smokies,Carolina Crown,Warren Rickart,Shawn Halquist,Jen Barton,Damon Padilla,Tim Hudnall,Bryan Crisp,Ken Turner,Charles Poole,16.60,16.70,33.30,16.70,16.50,16.50,24.85,16.20,18.00,16.40,25.30,83.45
2024-07-08,"Kennewick, WA",Drums Along the Columbia,Seattle Cascades,Curtis Costanza,Jay Webb,Beverly Brahan,Phil Madden,William Chumley,Beth Fabrizio,Nola Jones,Peter Furnari,12.80,12.90,25.70,13.30,12.00,11.00,18.15,12.70,12.70,13.20,19.30,63.15
2024-07-08,"Kennewick, WA",Drums Along the Columbia,Blue Knights,Curtis Costanza,Jay Webb,Beverly Brahan,Phil Madden,William Chumley,Beth Fabrizio,Nola Jones,Peter Furnari,14.90,14.80,29.70,15.20,15.00,15.10,22.65,14.60,14.70,14.80,22.05,74.4
2024-07-08,"Kennewick, WA",Drums Along the Columbia,Troopers,Curtis Costanza,Jay Webb,Beverly Brahan,Phil Madden,William Chumley,Beth Fabrizio,Nola Jones,Peter Furnari,15.00,15.10,30.10,14.90,15.30,15.00,22.60,15.50,14.90,15.70,23.05,75.75
2024-07-09,"Newnan, GA",Drums Across America,Music City,Ira Jenkins,Charles Poole,Drew Solomonson,Tim Pierce,Warren Rickart,Chester Phillips,Michael Brown,Jeff Brooks,14.20,14.20,28.40,14.70,14.10,13.90,21.35,13.80,13.70,15.50,21.50,71.25
2024-07-09,"Newnan, GA",Drums Across America,Crossmen,Ira Jenkins,Charles Poole,Drew Solomonson,Tim Pierce,Warren Rickart,Chester Phillips,Michael Brown,Jeff Brooks,15.40,15.50,30.90,15.00,15.00,14.70,22.35,14.70,14.70,16.10,22.75,76.0
2024-07-09,"Newnan, GA",Drums Across America,Boston Crusaders,Ira Jenkins,Charles Poole,Drew Solomonson,Tim Pierce,Warren Rickart,Chester Phillips,Michael Brown,Jeff Brooks,17.00,17.00,34.00,16.90,16.70,17.10,25.35,16.50,17.60,17.00,25.55,84.9
2024-07-09,"Newnan, GA",Drums Across America,Spirit of Atlanta,Ira Jenkins,Charles Poole,Drew Solomonson,Tim Pierce,Warren Rickart,Chester Phillips,Michael Brown,Jeff Brooks,14.60,14.40,29.00,14.50,14.40,14.30,21.60,14.60,13.20,15.40,21.60,72.2
2024-07-09,"Boise, ID",Northwest Youth Music Games Boise,Blue Knights,Kyle Miller,Phillip Haines,Hieu Nguyen,Jim Sturgeon,Michael Turner,Brad Huneycutt,John Bell,Chris Rapacki,14.90,14.90,29.80,14.60,15.30,14.10,22.00,15.00,14.80,13.60,21.70,73.5
2024-07-09,"Boise, ID",Northwest Youth Music Games Boise,Troopers,Kyle Miller,Phillip Haines,Hieu Nguyen,Jim Sturgeon,Michael Turner,Brad Huneycutt,John Bell,Chris Rapacki,15.00,15.20,30.20,14.70,15.10,14.90,22.35,15.80,15.00,14.50,22.65,75.2
2024-07-09,"Boise, ID",Northwest Youth Music Games Boise,Mandarins,Kyle Miller,Phillip Haines,Hieu Nguyen,Jim Sturgeon,Michael Turner,Brad Huneycutt,John Bell,Chris Rapacki,16.30,16.10,32.40,15.90,16.30,16.00,24.10,16.50,15.90,14.60,23.50,80.0
2024-07-09,"Boise, ID",Northwest Youth Music Games Boise,Seattle Cascades,Kyle Miller,Phillip Haines,Hieu Nguyen,Jim Sturgeon,Michael Turner,Brad Huneycutt,John Bell,Chris Rapacki,13.10,12.90,26.00,12.20,13.00,13.50,19.35,13.10,12.90,12.90,19.45,64.8
2024-07-09,"Mankato, MN",The Kiwanis Thunder of Drums,Madison Scouts,Bruce Jones,Chad Armbruster,Shannon Clark,Shirl Chumley,John Howell,Andrew Cook,Chris Marra,Mike Davis,15.30,14.80,30.10,14.80,15.50,14.80,22.55,14.60,15.10,14.90,22.30,74.95
